name,address,website,b_type,phone
Waddon Leisure Centre,"Purley Way, Croydon, CR0 4RG, United Kingdom",https://www.better.org.uk/leisure-centre/london/croydon/waddon-leisure-centre,Gym,+44 20 8760 0657
Nuffield Health Croydon Fitness & Wellbeing Gym,"The Colonnades, 619 Purley Way, Croydon CR0 4RJ, United Kingdom",https://www.nuffieldhealth.com/gyms/croydon,Gym,+44 20 8680 2228
The Warehouse Dance Studios,"First Floor, 173-177 Stafford Rd, Wallington SM6 9BT, United Kingdom",http://thewarehousedancestudios.co.uk/,Dance school,+44 7725 052641
All Abilities Pilates,"140 Stanley Park Rd, Carshalton, SM5 3JR, United Kingdom",http://www.allabilitiespilates.com/,Pilates studio,+44 7932 666808
Empower with B,"120 Stafford Rd, Wallington, SM6 9AY, United Kingdom",https://www.empowerwithb.co.uk/,Yoga studio,+44 7447 099151
Kings Gym Mitcham,"Mitcham Industrial Estate, Unit 12 Unit, Streatham Rd, Mitcham CR4 2AP, United Kingdom",http://kingsgyms.com/,Gym,+44 20 3302 1540
Spirit Health Club Sutton,"Gibson Rd, Sutton, SM1 2RF, United Kingdom",https://www.lghhm.com/leisure/holiday-inn-london-sutton/,Gym,+44 20 8234 1115
Purley Sports Club,"The Ridge, Purley, CR8 3PF, United Kingdom",http://www.purleysportsclub.co.uk/,Gym,+44 20 8660 0608
Bemore Studio,"514 London Rd, Sutton, SM3 8HW, United Kingdom",https://www.bemorestudio.co.uk/,Fitness center,+44 20 8641 0985
Stones Gym,"50 Northwood Rd, Thornton Heath, CR7 8HQ, United Kingdom",undefined,Gym,+44 20 8771 4566
The Soul Space,"109A Park Ln, Carshalton, SM5 3DX, United Kingdom",undefined,Yoga studio,undefined
F45 Croydon,"70 High St, Croydon, CR0 1NA, United Kingdom",https://f45training.co.uk/Croydon/,Gym,+44 7341 240873
Croydon Boxing Academy,"Unit 58, Centrale Shopping Centre, 21 N End, Croydon CR0 1TY, United Kingdom",http://www.croydonboxingacademy.com/,Gym,+44 7908 324674
Protein World,"Protein world, Restmor Way, Hackbridge, Wallington SM6 7AH, United Kingdom",http://www.proteinworld.com/,Vitamin & supplements store,undefined
Schools of Kung Fu - Sutton,"15b Beacon Grove, Carshalton, SM5 3BA, United Kingdom",http://www.schoolsofkungfusutton.co.uk/,Martial arts school,+44 20 3971 9934
Future Gymnastics,"Sports Centre, Stanley Park Rd, Damson Way, Carshalton SM5 4NS, United Kingdom",http://futuregymnastics.co.uk/,Gymnastics center,+44 7834 551296
Croydon Boxing Gym,"12 Innes Yard, Croydon, CR0 1BX, United Kingdom",http://www.croydonboxing.co.uk/,Boxing gym,+44 800 772 3590
Sarah McCarthy Fitness & Health Personal Trainer,"1 Stanley Park Rd, Wallington, SM6 0HG, United Kingdom",undefined,Personal trainer,+44 7703 100686
Raw Gym Gear,undefined,http://rawgymgear.com/,Sporting goods store,+44 7961 110786
Mellows Park,"231 Stafford Rd, Wallington, SM6 9BX, United Kingdom",https://www.sutton.gov.uk/info/200453/parks_trees_and_open_spaces/1149/parks_and_facilities/13,Park,undefined
Nuffield Health Croydon Central Fitness & Wellbeing Gym,"44 Surrey St, Croydon, CR0 1RJ, United Kingdom",https://www.nuffieldhealth.com/gyms/croydon-central,Gym,+44 20 8686 3700
Sutton Sports Village,"Rose Hill, Sutton, SM1 3HH, United Kingdom",https://www.better.org.uk/leisure-centre/london/sutton/sutton-sports-village,Gym,+44 20 8641 6611
Judit Superwoman Pole Dancing,"Stafford Rd, Wallington, SM6 9BT, United Kingdom",http://www.superwomanpoledance.co.uk/,Gym,+44 7429 435727
IM Fitness,undefined,undefined,Personal trainer,undefined
Doggy park beddington park,"Unnamed Road, Berkeley Ct, Wallington SM6 7LJ, United Kingdom",undefined,Gym,undefined
Chung Yong Taekwondo,"Groundsmans House Wilsons School, Mollison Dr, Wallington SM6 9JW, United Kingdom",undefined,Gym,undefined
Dr F Rabbani - Wallington Medical Centre,"Mollison Drive Health Centre, 52 Mollison Dr, Wallington SM6 9BY, United Kingdom",undefined,Doctor,+44 20 8647 0811
Wallingtin Fsmily Practicetin SM6 0HY,"Jubilee health centre, Shotfield, Wallington SM6 0HY, United Kingdom",undefined,Medical clinic,+44 20 8669 6186
Dr M Ahmed - Wallington Family Practice,"Wallington, SM6 0HY, United Kingdom",https://www.wallingtonfamilypractice.nhs.uk/practice-information/doctors/,Doctor,+44 20 8669 6186
Jubilee Health Centre,"Shotfield, Wallington, SM6 0HY, United Kingdom",undefined,Medical Center,+44 20 3458 5733
Roundshaw Health Centre & Manor Practice,"6 Mollison Square, Wallington, SM6 9DF, United Kingdom",http://www.manorpractice.org.uk/,Medical clinic,+44 20 8773 5940
Park Road Medical Centre - Dr T Toosy,"1A Park Rd, Wallington, SM6 8AW, United Kingdom",https://www.parkroadcentre.co.uk/,Doctor,+44 20 8647 2992
Dr L Roberts - Wallington Family Practice,"Wallington, SM6 0HY, United Kingdom",undefined,Doctor,+44 20 8669 6186
Dr C Garrett - Wallington Family Practice,"Jubilee Health Centre Shotfield, Wallington, SM6 0HY, United Kingdom",undefined,Doctor,+44 20 8669 6186
Dr Ally Jaulim,"Manor Practice, 57 Manor Rd, Wallington SM6 0DE, United Kingdom",http://www.manorpractice.org.uk/staff1.aspx,Doctor,+44 20 8647 1818
Dr D Constable - Wallington Family Practice,"Wallington, SM6 0HY, United Kingdom",http://www.wallingtonfamilypractice.nhs.uk/,Doctor,+44 20 8669 6186
Manor Practice,"57 Manor Rd, Wallington, SM6 0DE, United Kingdom",http://www.manorpractice.org.uk/,Medical clinic,+44 20 8647 1818
Hackbridge Medical Centre,"8 Spinning Wheel Wy, Hackbridge, Wallington SM6 7DS, United Kingdom",https://www.hackbridgemedicalcentre.co.uk/,Doctor,+44 20 8647 3711
Dr K Sugumar,"35 Maldon Rd, Wallington, SM6 8BL, United Kingdom",undefined,Doctor,+44 20 8647 4622
Dr A Jeyaram - Manor Practice,"Manor Practice Roundshaw Health Centre, Wallington, SM6 9DW, United Kingdom",undefined,Doctor,+44 20 8647 1818
Dr R Toosy - Park Road Surgery,"1A Park Rd, Wallington, SM6 8AW, United Kingdom",http://www.parkroadcentre.co.uk/,Doctor,+44 20 8647 4485
Dr M Amjad - Manor Practice,"Manor Practice, 57 Manor Rd, Wallington SM6 0DE, United Kingdom",http://www.manorpractice.org.uk/,Doctor,+44 20 8647 1818
Doctor Surgery,"19 Bandon Rise, Wallington, SM6 8PT, United Kingdom",undefined,Doctor,+44 20 8647 3894
Shotfield Medical Practice,"Jubilee Health Centre, Shotfield, Wallington SM6 0HY, United Kingdom",http://www.shotfieldmedicalpractice.co.uk/,Medical clinic,+44 20 8669 7612
Maldon Road Surgery,"35 Maldon Rd, Wallington, SM6 8BL, United Kingdom",http://www.maldonroadsurgery.nhs.uk/,Medical clinic,+44 20 8647 6588
Dr S D Pattani - Beddington Medical Centre,"172 Croydon Rd, Beddington, Croydon CR0 4PG, United Kingdom",undefined,Doctor,+44 20 8688 8486
The Domiciliary Dental Practice,"S B C House/Restmor Way, Wallington, SM6 7AH, United Kingdom",undefined,Dental clinic,+44 20 8669 0915
Wallington Green Osteopaths,"13 Manor Rd, Wallington, SM6 0BW, United Kingdom",http://www.wallingtongreenosteos.co.uk/,Osteopath,undefined
Royal Marsden Hospital,"Clyde Rd, Wallington, SM6, United Kingdom",undefined,Hospital,undefined
Manor Dental Care - Wallington,"61 Manor Rd, Wallington, SM6 0DE, United Kingdom",http://www.manordentalcare.co.uk/,Dental clinic,+44 20 8669 5399
Wallington Dental Surgery,"35 Montagu Gardens, Wallington, SM6 8EP, United Kingdom",https://www.wallingtondental.co.uk/our-team,Dentist,+44 20 8647 1135
Bupa Dental Care Wallington,"21 Stafford Rd, Wallington, SM6 9AN, United Kingdom",https://www.bupa.co.uk/dental/dental-care/practices/wallington,Dentist,+44 20 8773 1039
Avenue Road Dental Practice,"1 Avenue Rd, Wallington, SM6 9QF, United Kingdom",undefined,Dental clinic,+44 20 8669 6422
Melbourne Dental Practice,"Capital House, 1A Melbourne Rd, Wallington SM6 8SF, United Kingdom",http://www.wallingtondentalcare.co.uk/,Dentist,+44 20 8669 2118
Woodcote Dental Practice,"7, Surrey Court, 55 Woodcote Rd, Wallington SM6 0PN, United Kingdom",http://www.woodcotedentalpractice.co.uk/,Dental clinic,+44 20 8647 1081
Sutton Dental Care,"180 London Rd, Hackbridge, Wallington SM6 7FW, United Kingdom",https://www.sutton-dentist.co.uk/,Dental clinic,+44 20 8669 0033
South Western Dental Laboratories,"Studio 2/Clyde Works/Clyde Road, Wallington, SM6 8PZ, United Kingdom",undefined,Dental clinic,+44 20 8669 7457
Wallington Smiles Dentist,"19 Woodcote Rd, Wallington, SM6 0LH, United Kingdom",http://www.wallingtonsmilesdental.co.uk/,Dentist,+44 20 8106 1235
Dentistry At Home,"S B C House/Restmor Way, Wallington, SM6 7AH, United Kingdom",undefined,Dentist,+44 20 8669 0915
Beeches Dental Surgery,"9 Beeches Ave, Carshalton, SM5 3LB, United Kingdom",http://www.beechesdentalsurgery.co.uk/,Dental clinic,+44 20 8773 4508
Waddon Leisure Centre,"Purley Way, Croydon, CR0 4RG, United Kingdom",https://www.better.org.uk/leisure-centre/london/croydon/waddon-leisure-centre,Leisure centre,+44 20 8760 0657
Sutton Sports Village,"Rose Hill, Sutton, SM1 3HH, United Kingdom",https://www.better.org.uk/leisure-centre/london/sutton/sutton-sports-village,Leisure centre,+44 20 8641 6611
Carshalton Athletic FC,"War Memorial Sports Ground, Colston Ave, Sutton, Carshalton SM5 2PW, United Kingdom",http://www.carshaltonathletic.co.uk/,Sports complex,+44 20 8642 2551
Monks Hill Sport Centre,"Farnborough Ave, South Croydon, CR2 8HD, United Kingdom",https://www.better.org.uk/leisure-centre/london/croydon/monks-hill-sport-centre,Sports complex,+44 20 8651 1237
Eye Contact Vision Clinic,"152 Stafford Rd, Wallington, SM6 9BS, United Kingdom",undefined,Optician,+44 20 8773 3888
Specsavers Opticians and Audiologists - Wallington,"76 Woodcote Rd, Wallington, SM6 0LY, United Kingdom",https://www.specsavers.co.uk/stores/wallington,Optometrist,+44 20 8835 3680
Wallington Opticians,"116 Woodcote Rd, Wallington, SM6 0LY, United Kingdom",https://www.surreyopticians.co.uk/,Optician,+44 20 8647 3644
ASDA Opticians,"Marlowe Wy, Croydon, CR0 4XS, United Kingdom",https://storelocator.asda.com/london/croydon/marlow-way,Optician,+44 20 8683 7614
Surreyopticians,"Wallington, SM6 7NY, United Kingdom",https://www.surreyopticians.co.uk/,Optician,+44 20 8647 8992
Barlindene Opticians,"381 Croydon Rd, Wallington, SM6 7NY, United Kingdom",http://www.surreyopticians.com/,Optician,+44 20 8647 8992
