name,address,website,b_type,phone
M & M Toys,"21b Link Ln, Wallington, SM6 9EA, United Kingdom",https://www.mandmtoys.co.uk/page/contact-us.html,Store,+44 20 8669 9538
Argos Hackbridge Station Collect,"168 London Rd, Hackbridge, Wallington SM6 7AN, United Kingdom",https://www.argos.co.uk/stores/6058-sutton-hackbridge-station-collect-point,Department store,+44 20 8773 9320
Playnation Games,"N End, Croydon, CR0 1UG, United Kingdom",undefined,Video game store,+44 7938 672296
The Ludoquist - Board Game Cafe Bar,"63-67 High St, Croydon, CR0 1QE, United Kingdom",https://theludoquist.com/,Game store,+44 20 3011 2295
GAME Sutton,"UNIT 41 TIMES SQUARE SHOPPING CENTRE, High St, Sutton SM1 1LF, United Kingdom",https://storefinder.game.co.uk/game/stores/2210/Sutton,Video game store,undefined
WHSmith,"Providence House, 92 Woodcote Rd, Wallington SM6 0NG, United Kingdom",https://www.whsmith.co.uk/stores/details,Stationery store,+44 20 8669 7739
CRAZY THUMBS,"100 Mitcham Rd, London, SW17 9NG, United Kingdom",https://crazythumbs.co.uk/,Video game store,+44 20 3305 5729
AnyGameKey.Net,"Unit 2C, Dalton House, 60 Windsor Ave, London SW19 2RR, United Kingdom",undefined,Video game store,+44 20 3287 5728
Currys,"12 Trojan Way, Purley Way, Croydon CR0 4XL, United Kingdom",https://www.currys.co.uk/store-finder/croydon--2318.html,Electronics store,undefined
Wallington Computer and Laptop Repair,"5 Plough Ln Cl, Wallington, SM6 8JN, United Kingdom",http://www.wallingtoncomputerrepair.com/,Computer repair service,+44 7450 450888
Timegame Ltd.,"Dalton House, 60 Windsor Ave, London SW19 2RR, United Kingdom",undefined,Game store,+44 20 7979 2024
Euronics,"Stafford Road 67-71 Wallington SM6, 9AP, United Kingdom",https://www.euronics.co.uk/store/Raff Electrical 10727,Appliance store,+44 20 8669 9531
CeX,"33 George St, Croydon, CR0 1LB, United Kingdom",https://uk.webuy.com/,Electronics store,+44 330 123 5986
William Hill,"127 Stafford Rd, Wallington, SM6 9BN, United Kingdom",https://shoplocator.williamhill/wallington/stafford-road/sm6-9bn,Off track betting shop,+44 870 518 1715
HDEW Cameras,"Unit 2, sutton Business park, Restmor Way, Hackbridge, Wallington SM6 7AH, United Kingdom",https://www.hdewcameras.co.uk/,Camera store,+44 20 8669 5668
racerunners,"5 Lyndon Ave, Wallington, SM6 7JT, United Kingdom",undefined,Running store,+44 7533 311057
Sports Direct,"Valley Retail Park, Unit G Daniell Way, Croydon CR0 4YJ, United Kingdom",https://www.sportsdirect.com/london---croydon-valley-store-0252,Sportswear store,+44 344 332 5252
JD Sports,"Unit C, Valley Retail Park, Daniell Way, Croydon CR0 4YJ, United Kingdom",https://www.jdsports.co.uk/store-locator/croydon/1790/,Sportswear store,+44 20 3917 1551
Decathlon,"Purley Way, Croydon, CR0 4XT, United Kingdom",https://www.decathlon.co.uk/store-view/sport-shop-croydon-0070097400974,Sporting goods store,+44 20 8760 0471
Argos Wallington in Sainsbury's,"2 Stafford Rd, Wallington, SM6 9AA, United Kingdom",https://www.argos.co.uk/stores/4226-wallington-argos-in-sainsburys,Sporting goods store,+44 345 266 0984
JD Sports,"52 N End, Croydon, CR0 1UG, United Kingdom",https://www.jdsports.co.uk/,Sportswear store,+44 20 7749 8032
JD Sports,"163 High St, Sutton, SM1 1JN, United Kingdom",https://www.jdsports.co.uk/,Sportswear store,+44 20 8770 1305
Premier,"6 Butter Hill, Wallington, SM6 7JD, United Kingdom",https://www.premier-stores.co.uk/,Convenience store,+44 20 8647 3562
Wallington Cycles,"3 Stafford Rd, Wallington, SM6 9AQ, United Kingdom",http://www.wallingtoncycles.com/,Bicycle store,+44 20 8288 9909
Trophy Planet,"Woodcote Rd, Wallington, SM6 0LH, United Kingdom",https://trophyplanet.co.uk/,Trophy shop,+44 20 8647 1013
Premier,"61 Spitfire Rd, Wallington, SM6 9GL, United Kingdom",https://www.premier-stores.co.uk/,Convenience store,+44 20 8669 3193
Concept C Sports,"45 Benhill Rd, London, Sutton, SM1 3RR, United Kingdom",https://www.instagram.com/concept_c_sports/,Sporting goods store,+44 7849 246694
High Octane Action Sport,"57A Croydon Rd, Beddington, Croydon CR0 4WQ, United Kingdom",http://www.highoctanesport.co.uk/,Outdoor sports store,+44 20 8688 5748
Planters and sorts,"38 Sandhills, Wallington, SM6 8JE, United Kingdom",undefined,Garden furniture shop,+44 20 8773 1000
Decathlon,"Purley Way, Croydon, CR0 4XT, United Kingdom",https://www.decathlon.co.uk/store-view/sport-shop-croydon-0070097400974,Camping store,+44 20 8760 0471
Furniture for schools,"Unit 2, Kensington Court, 108 Manor Rd, Wallington SM6 0DW, United Kingdom",http://www.furnitureforschools.co.uk/,Furniture store,+44 345 358 5960
Emmaus SLC - Wallington,"105 Stafford Rd, Wallington, SM6 9AP, United Kingdom",https://emmaus.org.uk/slc/shop/wallington/,Thrift store,+44 300 123 2001
Evergreen Pots & Soil Ltd,"Little Woodcote Estate, 53A Woodmansterne Ln, Carshalton, Wallington SM6 0SW, United Kingdom",http://www.evergreenpotsandsoil.com/,Garden center,+44 20 8773 8322
South London Trailer Centre,"Hackbridge Station Depot, London Road, Hackbridge SM6 7BJ, United Kingdom",https://www.sltc.co.uk/,Trailer dealer,+44 20 8647 0110
undefined,undefined,undefined,undefined,undefined
Raff Electrical,"67-71 Stafford Rd, Wallington, SM6 9AP, United Kingdom",http://www.raff.co.uk/,Appliance store,+44 20 8669 9531
Argos Wallington in Sainsbury's,"2 Stafford Rd, Wallington, SM6 9AA, United Kingdom",https://www.argos.co.uk/stores/4226-wallington-argos-in-sainsburys,Electronics store,+44 345 266 0984
Wallington Mobile Shop,"CMW Car Sales, 179 Stafford Road, Opp, Wallington SM6 9BT, United Kingdom",https://wallingtonmobileshop.business.site/,Mobile phone repair shop,+44 7438 683623
Portus Digital,"2 Restmor Way, Hackbridge, Wallington SM6 7AH, United Kingdom",http://www.portusdigital.com/,Computer store,+44 20 8669 5796
Hard Disk Direct UK,"Ground Floor, 29 Stafford Rd, Wallington SM6 9AP, United Kingdom",http://harddiskdirect.co.uk/,Computer accessories store,+44 20 3884 1686
"Broadway mobiles, Printers & Computing LTD","70-72 Stafford Rd, Wallington, SM6 9AY, United Kingdom",https://broadway-printers-computing-ltd.business.site/,Mobile phone repair shop,+44 20 8647 0066
Home Discount,"Unit 4B/Vulcan House/Restmor Way, Wallington, SM6 7AH, United Kingdom",undefined,Camera store,+44 20 8669 5668
Sun Electronics (UK),"97 Claydon Dr, Beddington, Croydon CR0 4QX, United Kingdom",http://sunelectronics.co.uk/,Electrical supply store,+44 20 8680 1985
The TV Dealz,"Flat 7, Lincoln Court, 32 Warham Rd, South Croydon CR2 6LA, United Kingdom",undefined,Electronics store,+44 1630 350048
ZZ IT Solutions,"Robin Court, Carew Rd, Wallington SM6 8TH, United Kingdom",undefined,Computer software store,+44 7908 020997
Tech-Tyranny,undefined,https://techtryanny.ueniweb.com/,Electronics store,undefined
Mitsuru,undefined,undefined,Electronics store,+44 20 7237 4842
Andromeda,"Cantium House, Railway Approach, Wallington SM6 0DZ, United Kingdom",undefined,Computer software store,+1 866-932-9339
Eyeheight Ltd,"S B C House/Restmor Way, Wallington, SM6 7AH, United Kingdom",undefined,Audio visual equipment supplier,+44 20 8255 2015
Euronics,"Stafford Road 67-71 Wallington SM6, 9AP, United Kingdom",https://www.euronics.co.uk/store/Raff Electrical 10727,Electronics store,+44 20 8669 9531
Mobilioo repairs and sales,"118 High St, Purley, CR8 2AD, United Kingdom",undefined,Electronics store,+44 800 471 4897
Victorphone,"105C Stafford Rd, Wallington, SM6 9AP, United Kingdom",http://www.victorphone.co.uk/,Cell phone store,+44 20 8773 2777
Paws of Wallington,"5 Bridge Rd, Wallington, SM6 8TG, United Kingdom",undefined,Pet care service,+44 20 8669 2519
Pets at Home Croydon,"Waddon Goods Yard, Purley Way, Croydon CR0 4NX, United Kingdom",https://community.petsathome.com/store/croydon/,Pet store,+44 345 600 9519
Kanine Kartel,"58 Waleton Acres, Carew Rd, Wallington SM6 8PU, United Kingdom",undefined,Dog walker,+44 7746 509059
Purr-Fect For Pets,"8 Green Wrythe Ln, Carshalton, SM5 2DW, United Kingdom",undefined,Pet store,+44 20 8773 2500
Maidenhead Aquatics Woodcote Green,"Woodcote Green Garden Centre & Nurseries, 4a Woodmansterne Ln, Wallington SM6 0SU, United Kingdom",https://www.fishkeeper.co.uk/storefinder/woodcote-green/,Aquarium shop,+44 20 8669 5355
Eye Ointment for Dogs,"24 Factory Ln, Croydon, CR0 3RL, United Kingdom",https://petdrugsonline.net/product/terramycin-ophthalmic-ointment-for-dogs-cats/,Pet supply store,undefined
Greyhound Megastore,"272 London Rd, Wallington, SM2 7HY, United Kingdom",undefined,E-commerce service,+44 20 8669 9431
Dabners Pet Store,"26-27 Surrey St, Croydon, CR0 1RG, United Kingdom",http://www.dabners.co.uk/,Pet supply store,+44 20 8686 1977
Pet Corner,"The Market, 8, Wrythe Ln, Carshalton SM5 1AG, United Kingdom",undefined,Pet supply store,+44 20 8641 1577
Welltek Solutions UK (Pet's Supplies),"16 Woodstock Way, Mitcham, CR4 1BE, United Kingdom",undefined,Pet supply store,+44 7462 285059
Dog Gourmet Natural Food,"Commonside Cl, Sutton, SM2 5SX, United Kingdom",https://dog-gourmet-natural-food.ueniweb.com/,Pet supply store,+44 7977 040054
SELECTIVE GIFTS LTD,"Sutton Business Centre, Restmor Way, Hackbridge, Wallington SM6 7AH, United Kingdom",undefined,Gift shop,+44 20 8088 1115
Cosy Comforts,"4 Birchwood Lane, Chaldon, CR3 5DQ, United Kingdom",http://www.cosycomforts.com/,Gift shop,undefined
kissesandgifts.com,undefined,undefined,Gift shop,undefined
Salvia Glass,undefined,http://www.salviaglass.co.uk/,Gift shop,undefined
Party Pronto,"38 Sandhills, Wallington, SM6 8JE, United Kingdom",undefined,Party store,+44 20 8669 8228
WreathArtGifts,undefined,http://www.wreathartgifts.com/,Gift shop,+44 7951 957949
Louisa Jane Designer Florist,"66 Stafford Rd, Wallington, SM6 9AY, United Kingdom",http://www.louisajaneflorist.net/,Gift shop,+44 20 8669 8235
The Oasis Christian Bookshop,"39 Woodcote Rd, Wallington, SM6 0LH, United Kingdom",https://www.oasiswallington.com/,Book store,+44 20 8773 1428
Ms Society Sutton Branch,"20 Maldon Rd, Wallington, SM6 8BQ, United Kingdom",undefined,Charity,+44 20 8395 6060
Odyssey,"16 The Chase, Wallington, SM6 8LY, United Kingdom",undefined,Charity,+44 20 8680 0041
Gary Mason Rhythmical Empowerment Charitable Foundation,"8 St Mary Ave, Wallington, SM6 7JH, United Kingdom",http://gary-mason-charity.org/,Charity,+44 20 8647 3000
Marie Curie Charity Shop Wallington,"41 Woodcote Rd, Wallington, SM6 0LH, United Kingdom",https://www.mariecurie.org.uk/local/charity-shops/wallington,Charity,+44 20 8669 8339
British Heart Foundation,"35 Woodcote Rd, Wallington, SM6 0LH, United Kingdom",http://www.bhf.org.uk/what-we-do/find-bhf-near-you/wallington-bhf-shop,Charity,+44 20 8773 9302
Hope Animal Charity,"46 Bridges Ln, Beddington, Wallington, Croydon CR0 1UL, United Kingdom",undefined,Charity,+44 7528 091898
CDARS,"20 Woodcote Rd, Wallington, SM6 0NN, United Kingdom",http://cdars.org.uk/,Corporate office,+44 20 8773 9393
Uganda Muslim Community UK,"51 Douglas Cl, Wallington, SM6 9JS, United Kingdom",undefined,Charity,undefined
Sue Ryder,"35 Wallington Square, Wallington, SM6 8RG, United Kingdom",https://www.sueryder.org/support-us/shop-with-us/our-shops/wallington,Thrift store,+44 20 8669 0278
Oxfam,"45 Woodcote Rd, Wallington, SM6 0LH, United Kingdom",https://www.oxfam.org.uk/,Thrift store,+44 20 8669 9368
Avenues Sutton Office,"Robin Court, Carew Rd, Wallington SM6 8TH, United Kingdom",undefined,Charity,undefined
British Heart Foundation Furniture & Electrical,"120 Woodcote Rd, Wallington, SM6 0LY, United Kingdom",https://www.bhf.org.uk/about-us/find-bhf-near-you/wallington-furniture-electrical-store,Charity,+44 20 8712 5340
StepUp.One,undefined,https://stepup.one/,Charity,undefined
Sutton Night Watch Homeless,"35 Manor Rd, Wallington, SM6 0BW, United Kingdom",http://suttonnightwatch.com/,Charity,+44 7802 225073
Sustainable Charity Merchandise,"8 The Chase, Wallington, SM6 8ND, United Kingdom",undefined,Corporate office,+44 20 8666 0782
One Cause,undefined,https://www.onecauseuk.org/,Charity,undefined
Kidcare International,"S B C House/Restmor Way, Wallington, SM6 7AH, United Kingdom",http://www.kidcare-international.org/,Non-profit organization,+44 20 3417 5727
CLM Trust,undefined,http://www.clmtrust.org/,Charity,undefined
The Tool Shop,"377 Croydon Rd, Wallington, SM6 7NY, United Kingdom",http://www.thetoolshop.org/,Tool store,+44 20 8661 0881
Allsorts,"Wallington, SM6 9AP, United Kingdom",undefined,Antique store,+44 20 8773 0777
Trade Autos,"318-320 Stafford Rd, Wallington, Croydon CR0 4NH, United Kingdom",http://tradeautosltd.com/,Car dealer,+44 20 8016 6509
Meadows Global Tradings,"68 The Chase, Wallington, SM6 8LY, United Kingdom",undefined,Consultant,+44 7790 825664
Diamond Upholstery,"21 Manor Rd, Wallington, SM6 0BW, United Kingdom",http://www.diamondupholstery.co.uk/,Upholstery shop,+44 20 3551 6707
Melvyn Clarke Ltd,"38 Green Wrythe Ln, Carshalton, SM5 2DW, United Kingdom",http://www.melvynclarke.co.uk/,Do-it-yourself shop,+44 20 8647 9842
TradePoint Croydon,"Valley Park, Hesterman Way, Croydon CR0 4YA, United Kingdom",https://www.trade-point.co.uk/store/1256,Hardware store,+44 20 8649 5622
Cliphair Extensions,"1, Watermill House, Restmor Way, Wallington SM6 7AH, United Kingdom",https://www.cliphair.co.uk/,Hair extensions supplier,+44 345 021 1311
Revolution Trade Frames Ltd,"163 Stafford Rd, Wallington, SM6 9BT, United Kingdom",http://www.rtframes.co.uk/,Window installation service,+44 20 8194 6687
TradePoint Sutton,"Sutton Court Rd, Sutton, SM1 4RQ, United Kingdom",https://www.trade-point.co.uk/store/1191,Hardware store,+44 20 8770 2500
Monument Tools,"Restmor Way, Hackbridge, Wallington SM6 7AH, United Kingdom",http://monument-tools.com/,Tool manufacturer,+44 20 8288 1100
Sutton Community Farm,"40a Telegraph Track, Wallington, SM6 0SH, United Kingdom",http://www.suttoncommunityfarm.org.uk/,Farm,+44 7419 740754
Sticky Mitts,"21 Hawthorn Rd, Wallington, SM6 0SY, United Kingdom",https://www.stickymitts.co.uk/,Culinary school,+44 7963 082902
Wickes,"114 Beddington Ln, Croydon, CR0 4TB, United Kingdom",https://www.wickes.co.uk/store/8215,Building materials store,+44 20 8665 6755
Selco Builders Warehouse,"45 Imperial Way, Purley, Croydon, CR0 4RR, United Kingdom",https://www.selcobw.com/branches/branch/view/county/south-london/name/purley-south-croydon,Building materials store,+44 20 8253 5900
Poundland,"Unit 1 Purley Way, Croydon, CR0 4NX, United Kingdom",https://www.poundland.co.uk/store-finder/store_page/view/id/772/,Discount store,+44 20 8680 0113
Wandle Electrical Services,"Sutton Business Centre, Hackbridge, Wallington SM6 7AT, United Kingdom",http://www.wandle-elec.co.uk/,Solar energy equipment supplier,+44 20 8914 8297
