name,address,website,b_type,phone
Cinnamon Cottage,"94 Stafford Rd, Wallington, SM6 9AY, United Kingdom",undefined,Indian restaurant,undefined
Favorite Chicken & Ribs Beddington,"21 The Broadway, Beddington, Croydon CR0 4QR, United Kingdom",https://favorite.co.uk/store-finder/favorite-chicken-ribs-beddington.html/,Fast food restaurant,+44 20 8686 5611
Blue Bengal,"140-142 High St, Carshalton, SM5 3AE, United Kingdom",https://pages.resmio.com/blue-bengal/preview/modern,Bangladeshi restaurant,+44 20 8647 0286
Masala Run,"145 Stafford Rd, Wallington, SM6 9BN, United Kingdom",http://www.masalarun.co.uk/,Indian takeaway,+44 20 8647 8036
El Nido,"79 Manor Rd, Wallington, SM6 0DE, United Kingdom",http://www.elnidowallington.com/,Spanish restaurant,+44 20 8647 0940
Hackbridge Cafe,"31 London Rd, Hackbridge, Wallington SM6 7HW, United Kingdom",https://www.facebook.com/Hackbridgecafe/,Restaurant,+44 7311 163472
Byrnes Pie & Eel House,"5 Ross Parade, Wallington, SM6 8QG, United Kingdom",https://byrnespieandmash.co.uk/,Restaurant,+44 20 8669 0606
"Asif Balti House, Beddington","The Broadway, 4 The Broadway, Beddington, Croydon CR0 4QR, United Kingdom",https://asifbeddington.co.uk/,Indian restaurant,+44 20 8688 6712
Xin Hyatt,"198 Croydon Rd, Beddington, Wallington, Croydon CR0 4PJ, United Kingdom",https://alleatapp.com/menu-xin-hyatt,Chinese restaurant,+44 20 8688 0924
Frankie & Benny's,"Valley Leisure Park, 3 Hesterman Way, Croydon CR0 4YA, United Kingdom",https://www.frankieandbennys.com/restaurants/london/croydon/croydon,Italian restaurant,+44 20 8760 5021
Bombay Pizza,"145 Stafford Rd, Wallington, SM6 9BN, United Kingdom",http://bombaypizza.uk/,Pizza takeaway,+44 20 8647 8036
New Shanghai Pearl London,"28 Beacon Grove, Carshalton, SM5 3BA, United Kingdom",undefined,Chinese restaurant,+44 20 3730 1717
FaceFlavour,"Croydon Rd, Beddington, Wallington CR0 4QF, United Kingdom",https://www.instagram.com/faceflavour/,Jamaican restaurant,+44 7943 183961
Shell,"102 Manor Rd, Wallington, SM6 0DW, United Kingdom",https://find.shell.com/gb/fuel/12038626-shell-budgens-wallington,Gas station,+44 20 8835 2812
Indian Oasis,"98 High St, Carshalton, SM5 3AE, United Kingdom",https://www.indianoasis.co.uk/,Indian restaurant,+44 20 8669 6699
Saint Martins,"97 Banstead Rd, Carshalton, SM5 3NP, United Kingdom",http://www.saintmartinsrestaurant.com/,Bangladeshi restaurant,+44 20 8642 6242
The Racehorse,"17 West St, Carshalton, SM5 2PT, United Kingdom",http://www.theracehorsepub.co.uk/,Restaurant,+44 20 8773 1429
The Woodman,"6 High St, Carshalton, SM5 3AG, United Kingdom",http://www.thewoodmanpub.com/,Restaurant,+44 20 8773 3400
The Ginger Italian,"6 Green Wrythe Ln, Carshalton, SM5 2DW, United Kingdom",http://www.thegingeritalian.co.uk/,Italian restaurant,+44 20 8669 9909
Tino's Tasty Italian Restaurant,"1-3, Bridge House, Beeches Ave, Carshalton SM5 3LG, United Kingdom",http://www.tinostasty.com/,Italian restaurant,+44 20 3490 3169
Tai Tung,"544 Purley Way, Croydon, CR0 4RF, United Kingdom",undefined,Chinese restaurant,+44 20 8688 3668
Zero Quattro,"4, Tudor Court, Russell Hill Rd, Purley CR8 2LA, United Kingdom",https://www.zeroquattro.co.uk/,Italian restaurant,+44 20 3092 5502
Lemon Tree & Flaming Burgers,"142 Stanley Park Rd, Carshalton, SM5 3JG, United Kingdom",https://www.lemontreetakeaway.co.uk/,Indian takeaway,+44 20 8773 2511
La Banca,"52 Banstead Rd, Sutton, Carshalton SM5 3NW, United Kingdom",http://www.la-banca.co.uk/,Italian restaurant,+44 20 8288 0365
Nando's Croydon - Valley Leisure Park,"Valley Park Leisure Centre, Beddington Farm Rd, Croydon CR0 4YA, United Kingdom",https://www.nandos.co.uk/restaurants/croydon-valley-leisure-park,Restaurant,+44 20 8688 9545
Millennium Fish Bar And Southern Fried Chicken,"150 Stanley Park Rd, Carshalton, SM5 3JG, United Kingdom",https://millennium-fish-bar-and-southern-fried.business.site/,Fish and chips takeaway,+44 20 8669 4995
Wingstop Croydon (Delivery Only),"Unit 1, 106 Beddington Ln, Croydon CR0 4TB, United Kingdom",https://www.wingstop.co.uk/,Restaurant,undefined
The Sun,"4 North St, Carshalton, SM5 2HU, United Kingdom",http://www.thesuncarshalton.com/,Restaurant,+44 20 8773 4549
Full Wing,"109 Stanley Park Rd, Carshalton, SM5 3JJ, United Kingdom",https://www.alleatapp.com/menu-full-wing-cru,Chinese takeaway,+44 20 8669 6308
Galaxy Cafe,"80 High St, Carshalton, SM5 3AG, United Kingdom",https://placefusion.click/galaxy-cafe-restaurant-o0nbvzm.html,Restaurant,+44 20 8773 2540
Gourmet Products,"1C Merebank Ln, Wallington, CR0 4NP, United Kingdom",http://gourmetsandwich.co.uk/,Sandwich shop,+44 20 8166 8758
"Mohini Balti House, Carshalton Beeches","15A Gordon Rd, Carshalton, SM5 3RG, United Kingdom",https://mohinitakeaway.co.uk/,Indian takeaway,+44 20 8686 8700
Caffè Nero,"Unit 1, 72 Woodcote Rd, Wallington SM6 0LY, United Kingdom",https://caffenero.com/uk/store/wallington-352/,Coffee shop,+44 20 8647 1300
China Chef,"8 Butter Hill, Wallington, SM6 7JD, United Kingdom",undefined,Takeout restaurant,+44 20 8669 5158
Patacon,"94 Stafford Rd, Wallington, SM6 9AY, United Kingdom",undefined,Restaurant,undefined
Indian Curry Centre,"131 Stafford Rd, Wallington, SM6 9BN, United Kingdom",undefined,Indian restaurant,undefined
Max's Thai Cooking,"2 Stafford Rd, Wallington, SM6 9AJ, United Kingdom",http://www.maxsthaicooking.co.uk/,Thai restaurant,+44 20 8647 9488
The Brook,"84 Manor Rd, Wallington, SM6 0AD, United Kingdom",undefined,Restaurant,undefined
The Protein Grill,"145 Stafford Rd, Wallington, SM6 9BN, United Kingdom",undefined,Health food restaurant,+44 20 8647 8036
Paradise Biryani Pointe,"37 Stafford Rd, Wallington, SM6 9AP, United Kingdom",https://paradisebiryanipointe.co.uk/,Restaurant,+44 20 3172 6868
Bros Bistro,"80 Stafford Rd, Wallington, SM6 9RY, United Kingdom",undefined,Restaurant,+44 20 8669 3032
Dotty's Teahouse,"108 High St, Carshalton, SM5 3AE, United Kingdom",http://www.dottysteahouse.co.uk/,Tea house,+44 20 3754 4613
Funky Cake Man,"179d Stafford Rd, Wallington, SM6 9BT, United Kingdom",https://www.facebook.com/funkycakeman,Caterer,+44 7526 144253
Ozzie's Cafe,"322 Stafford Rd, Croydon, CR0 4NH, United Kingdom",undefined,Cafe,+44 20 8688 8174
Nasi Goreng Restaurant,"6 Green Wrythe Ln, Carshalton, SM5 2DW, United Kingdom",https://sites.google.com/view/leonrichards1/home,Nasi goreng restaurant,+44 7508 316730
4 Locos Argentine Steakhouse,"6-8, Tudor Court, Russell Hill Rd, Purley CR8 2LA, United Kingdom",http://www.4locos.co.uk/,Steak house,+44 20 8660 5200
Sunshine Cafe,"10 Green Wrythe Ln, Carshalton, SM5 2DW, United Kingdom",http://sunshinecoffee.co.uk/,Restaurant,+44 20 8715 9575
Beeches Cafe,"50 Banstead Rd, Sutton, Carshalton SM5 3NW, United Kingdom",undefined,Cafe,+44 20 8770 1948
Imperial Lounge & Restaurant,"Airport House, Purley Way, Croydon CR0 0XZ, United Kingdom",http://imperiallounge.co.uk/,Indian restaurant,+44 20 3583 4760
Cinnamon Garden,"13 Green Wrythe Ln, Carshalton, SM5 2DS, United Kingdom",https://cinnamon-garden.co.uk/,Sri Lankan restaurant,+44 20 8647 9207
The Star,"89 Manor Rd, Wallington, SM6 0DE, United Kingdom",https://www.craftunionpubs.com/star-wallington,Pub,+44 20 8773 4537
Rose & Crown,"London Rd, Wallington, SM6 7HX, United Kingdom",http://roseandcrownwallington.co.uk/,Pub,+44 20 8401 0035
Duke's Head,"6 Manor Rd, Wallington, SM6 0AA, United Kingdom",https://www.dukesheadsurrey.co.uk/,Pub,+44 20 8401 7410
The Red Lion,"Hackbridge Rd, Hackbridge, Wallington SM6 7AX, United Kingdom",http://theredlionwallington.co.uk/,Pub,+44 20 8835 2012
The Grange Restaurant,"Beddington Park, London Rd, Wallington SM6 7BT, United Kingdom",https://grangerestaurant.co.uk/,Bar,+44 20 8773 8195
The Railway Tavern,"47 North St, Carshalton, SM5 2HG, United Kingdom",http://www.railwaytaverncarshalton.co.uk/,Pub,+44 7710 476437
The Windsor Castle,"378 Carshalton Rd, Carshalton, SM5 3PT, United Kingdom",http://www.windsorcastlepub.com/,Pub,+44 20 8669 1191
The Sun,"4 North St, Carshalton, SM5 2HU, United Kingdom",http://www.thesuncarshalton.com/,Pub,+44 20 8773 4549
The Greyhound,"2 High St, Carshalton, SM5 3PE, United Kingdom",https://www.thegreyhoundhotel.com/,Pub,+44 20 8647 1511
The Plough Beddington,"Croydon Rd, Beddington, Croydon CR0 4QR, United Kingdom",https://www.ploughbeddington.co.uk/,Pub,+44 20 8647 1122
The Hope,"48 West St, Carshalton, SM5 2PR, United Kingdom",http://www.hopecarshalton.co.uk/,Pub,+44 20 8240 1255
The Woodman,"6 High St, Carshalton, SM5 3AG, United Kingdom",http://www.thewoodmanpub.com/,Pub,+44 20 8773 3400
The Racehorse,"17 West St, Carshalton, SM5 2PT, United Kingdom",http://www.theracehorsepub.co.uk/,Pub,+44 20 8773 1429
Harvest Home,"27 Beddington Ln, Croydon, CR0 4TG, United Kingdom",undefined,Pub,+44 20 8688 0813
Coach & Horses,"12 High St, Carshalton, SM5 3AG, United Kingdom",https://coachhorses-pub.business.site/,Pub,+44 20 8835 2086
Korykos Turkish Restaurant & Meze Bar,"29 Manor Rd, Wallington, SM6 0BW, United Kingdom",http://www.korykosrestaurant.com/,Bar,+44 20 8773 1128
The Greek Vine Restaurant,"24-25 Ross Parade, Wallington, SM6 8QF, United Kingdom",http://www.thegreekvine.co.uk/,Bar,+44 20 8669 7272
Henry's,"3 Manor Rd, Wallington, SM6 0BW, United Kingdom",undefined,Cafe,+44 20 8669 7358
Mazzi's Cafe,"24 Woodcote Rd, Wallington, SM6 0NN, United Kingdom",https://nirki.pw/mazzi-s-cafe-cqs7cl4,Cafe,+44 20 8669 7999
Wallington Garden Cafe,"Shotfield, Wallington, SM6 0HY, United Kingdom",undefined,Cafe,+44 20 8770 4889
Cox Pippin Cafe,"32 Wallington Square, Wallington, SM6 8RG, United Kingdom",undefined,Coffee shop,+44 20 3302 2420
Manor Cafe,"114 Manor Rd, Wallington, SM6 0DS, United Kingdom",undefined,Cafe,+44 20 8669 3607
Kings Diner - Cafe De Niro,"169 Stafford Rd, Wallington, SM6 9BT, United Kingdom",undefined,Cafe,+44 20 8669 7900
Pavilion Cafe,"Church Rd, Wallington, SM6 7NN, United Kingdom",https://www.facebook.com/Beddingtonparkpavilioncafe/,Cafe,+44 7800 805865
Mellows Pavilion Cafe,"Stafford Rd, Wallington, SM6 9BU, United Kingdom",undefined,Cafe,+44 20 8669 8243
Costa Coffee,"88 Woodcote Rd, Wallington, SM6 0LY, United Kingdom",https://www.costa.co.uk/,Coffee shop,+44 333 003 5883
Rumblin Tumms Inn,"5a Beddington Gardens, Wallington, SM6 0HP, United Kingdom",undefined,Cafe,+44 20 8669 6243
Hackbridge Cafe,"31 London Rd, Hackbridge, Wallington SM6 7HW, United Kingdom",https://www.facebook.com/Hackbridgecafe/,Cafe,+44 7311 163472
The Tower Café,"Church Rd, Wallington, SM6 7NJ, United Kingdom",undefined,Cafe,+44 7472 478563
Wild Bean Cafe- Carshalton,"322-332 Carshalton Rd, Carshalton, SM5 3QB, United Kingdom",https://www.bp.com/en_gb/united-kingdom/home/products-and-services/wild-bean-cafe.html,Cafe,+44 20 8642 5505
Moo & Bean Cafe,"4 William St, Carshalton, SM5 2RB, United Kingdom",https://raqeu.top/moo-bean-cafe-dxyniq4,Cafe,undefined
Galaxy Cafe,"80 High St, Carshalton, SM5 3AG, United Kingdom",https://placefusion.click/galaxy-cafe-restaurant-o0nbvzm.html,Cafe,+44 20 8773 2540
Spilt Milk,"31-33 High St, Carshalton, SM5 3AX, United Kingdom",undefined,Cafe,+44 20 3409 4313
Mums Cafe,"13 The Broadway, Beddington, Croydon CR0 4QR, United Kingdom",undefined,Cafe,+44 20 8686 1468
Sassis in the Grove,"Grove Cottage, 1 High St, Carshalton SM5 3BB, United Kingdom",http://www.facebook.com/sassisinthegrove,Coffee shop,+44 7801 231251
Sunshine Cafe,"10 Green Wrythe Ln, Carshalton, SM5 2DW, United Kingdom",http://sunshinecoffee.co.uk/,Cafe,+44 20 8715 9575
Stack Street Kitchen,"Outside, 185 Mollison Dr, Wallington SM6 9RB, United Kingdom",undefined,Cafe,+44 7535 558698
Costa Coffee,"31-33 High St, Carshalton, SM5 3AX, United Kingdom",https://www.costa.co.uk/,Coffee shop,+44 333 003 5883
Wallington Library,"Shotfield, Wallington, SM6 0HY, United Kingdom",https://libraries.sutton.gov.uk/,Cafe,+44 20 8770 4900
The Coffee Club Sutton Ltd,"44 Stafford Rd, Wallington, SM6 9AA, United Kingdom",undefined,Cafe,undefined
Duke's Head (Hotel),"6 Manor Rd, Wallington, SM6 0AA, United Kingdom",https://www.dukesheadsurrey.co.uk/rooms/,Extended stay hotel,+44 20 8401 7410
Tadashi Sushi Takeaway,"182 Croydon Rd, Beddington, Wallington, Croydon CR0 4PJ, United Kingdom",https://tadashi-sushi-take-away.business.site/,Sushi takeaway,+44 20 8175 4975
Boes Cakes Wallington,"9 Manor Rd, Wallington, SM6 0BW, United Kingdom",https://instagram.com/boescakes,Cake shop,+44 20 8669 9202
Cakes by Basia,"51, 44 Mollison Dr, Wallington SM6 9BY, United Kingdom",undefined,Bakery,+44 7525 344257
Desserts by Supreme,"Hinton Rd, Wallington, SM6 9AU, United Kingdom",https://dessertsbysupreme.business.site/,Cake shop,+44 20 8611 2557
Coughlans Bakery Wallington,"58 Woodcote Rd, Wallington, SM6 0LY, United Kingdom",http://www.coughlansbakery.co.uk/our-shops/,Bakery,+44 20 8647 8606
"Coughlans Bakery, Wallington","Unit 5, The Parade, Stafford Rd, Wallington SM6 8ND, United Kingdom",http://www.coughlansbakery.co.uk/,Bakery,+44 20 8686 5177
Exquisite Cakes,"5, Brabrook Court, Maldon Rd, Wallington SM6 8AY, United Kingdom",undefined,Cake shop,+44 7956 313834
Greggs,"86 Woodcote Rd, Wallington, SM6 0LY, United Kingdom",https://www.greggs.co.uk/,Bakery,+44 20 8669 6863
Wallington Food Centre,"120 Manor Rd, Wallington, SM6 0DS, United Kingdom",undefined,Supermarket,+44 20 8647 6778
Cake2Celebrate,"In front of Wellington lidl, 3A Beddington Ln, Beddington, Wallington SM6 0HU, United Kingdom",http://cake2celebrate.co.uk/,Cake shop,+44 20 8669 2786
Byrnes Pie & Eel House,"5 Ross Parade, Wallington, SM6 8QG, United Kingdom",https://byrnespieandmash.co.uk/,Pie shop,+44 20 8669 0606
Croydon Bakery,"3 Mitcham Rd, Croydon, CR0 3RU, United Kingdom",undefined,Bakery,+44 20 8667 0001
The Bakery,"8 Beeches Ave, Carshalton, SM5 3LF, United Kingdom",undefined,Bakery,+44 20 8669 5543
Sainsbury's,"2 Stafford Rd, Wallington, SM6 9AA, United Kingdom",https://stores.sainsburys.co.uk/2006/wallington,Bakery,+44 20 8773 2379
Village Bakers,"28 High St, Carshalton, SM5 3AG, United Kingdom",http://village-bakers.co.uk/,Bakery,+44 20 8647 2052
Cake Love,undefined,undefined,Cake shop,+44 7753 327602
New Tasty Bakery Ltd,"10 Horatius Way, Croydon, CR0 4RU, United Kingdom",undefined,Bakery,undefined
Sugartreats Cakes,"Layton Cres, Croydon, CR0 4EA, United Kingdom",undefined,Bakery,+44 7709 032915
Munch @ Coughlans Purley,"913 Brighton Rd, Purley, CR8 2BP, United Kingdom",undefined,Bakery,+44 20 3759 3283
