name,address,website,b_type,phone
Hackbridge MOT & Service Centre,"Station Approach, Hackbridge, Wallington SM6 7BJ, United Kingdom",http://www.theteststation.co.uk/,Car inspection station,+44 20 8669 2277
SM1 Motor Services,"59 Market Service Rd, Rosehill, Sutton SM1 3HE, United Kingdom",undefined,Auto repair shop,+44 20 8644 0054
Beeches Tyres,"132 Stanley Park Rd, Carshalton, SM5 3JG, United Kingdom",undefined,Tire shop,+44 7733 517725
Oakhill Garage Mot Test Centre,"Erskine Rd, Sutton, SM1 3AS, United Kingdom",http://www.oakhill-garage.co.uk/,Car inspection station,+44 20 8643 6175
NC Coachworks,"Hackbridge Station, London Rd, Hackbridge, Wallington SM6 7BJ, United Kingdom",http://www.nccoachworks.co.uk/,Auto body shop,+44 20 8687 6999
Fix Auto Mitcham,"8 Wandle Way, Mitcham, CR4 4NB, United Kingdom",http://fixautomitcham.co.uk/,Auto body shop,+44 20 8640 2290
Nationwide Repair Center,"Industrial Estate, Unit 8 Wandle Way, Willow Ln, Mitcham CR4 4NB, United Kingdom",undefined,Auto body shop,+44 20 3781 7725
Kwik Fit - Wallington,"268 London Rd, Wallington, SM6 7DJ, United Kingdom",https://www.kwik-fit.com/locate-a-centre/wallington-london-road,Tire shop,+44 20 8647 5059
Longlife Exhausts Carshalton,"128 Stanley Park Rd, Carshalton, SM5 3JG, United Kingdom",https://www.longlife.co.uk/Longlife-Carshalton,Muffler shop,+44 20 8419 8313
Autotech Motorsport,"Oaks Track, Carshalton, SM5 4AP, United Kingdom",https://autotechmotorsport.co.uk/,Motorsports store,+44 7455 359078
Coombe Coachworks Ltd,"2a Wealdstone Rd, Sutton, SM3 9QN, United Kingdom",http://coombeaccidentrepairs.co.uk/,Auto repair shop,+44 20 8641 0060
Pay and Display Carshalton High Street,"High St, Carshalton, SM5, United Kingdom",undefined,Parking lot,undefined
Carshalton High Street Car Park,"21 High St, Carshalton, SM5 3AP, United Kingdom",undefined,Parking lot,undefined
Car Park Carshalton Station| APCOA,"Tyrell Ct, Carshalton, SM5 2HT, United Kingdom",https://www.apcoa.co.uk/parking-in/carshalton/carshalton-station/,Parking lot,+44 345 301 1151
The Square Car Park,"6 The Square, Sutton, Carshalton, SM5 3BN, United Kingdom",undefined,Parking lot,undefined
David Weir Leisure Centre car park,"Shaftesbury Road (Stop A, Carshalton, SM5 1SQ, United Kingdom",undefined,Parking lot,undefined
Shotfield Car Park,"8 Stanley Park Rd, Wallington, SM6 0EU, United Kingdom",https://www.sutton.gov.uk/,Parking lot,undefined
Car Park Hackbridge Station | APCOA,"London Rd, Hackbridge, Wallington SM6 7BJ, United Kingdom",https://www.apcoa.co.uk/parking-in/wallington/hackbridge-station/,Parking lot,+44 345 301 1151
Beddington Car Park West,"Unnamed Road, Wallington, SM6 7BY, United Kingdom",undefined,Parking lot,undefined
Car Park Mitcham Junction Station | APCOA,"Carshalton Rd, Mitcham, CR4 4HN, United Kingdom",https://www.apcoa.co.uk/parking-in/mitcham/mitcham-junction-station/,Parking lot,+44 345 301 1151
Parking,"16 Talbot Rd, Carshalton, SM5 3BL, United Kingdom",undefined,School,undefined
VH Autos,"13 Oaks Track, Carshalton, SM5 4AP, United Kingdom",undefined,Auto repair shop,+44 20 8974 2471
Orchard Garage,"Unit 6, Chantry Court, Plumpton Way, Wrythe Ln, Carshalton SM5 2DG, United Kingdom",https://orchardgarage.co.uk/,Car repair and maintenance service,+44 20 8773 1658
PS Motors,"Unit 3-4, Aultone Yard Industrial Estate, Aultone Way, Carshalton SM5 2LH, United Kingdom",undefined,Auto repair shop,+44 20 8669 5756
M.E.B Vehicle Services,"21 & 21a, Gordon Rd, Carshalton, SM5 3RG, United Kingdom",http://www.mebvehicleservices.co.uk/,Car repair and maintenance service,+44 20 3633 4567
D D Autos,"3 Beeches Ave, Carshalton, SM5 3LB, United Kingdom",undefined,Auto repair shop,+44 20 8773 0011
Response auto services ltd,"89 Stanley Park Rd, Wallington, Carshalton, SM5 3HX, United Kingdom",undefined,Car repair and maintenance service,+44 7368 921688
Phoenix Cars,"1 Aultone Way, Carshalton, SM5 2LH, United Kingdom",undefined,Auto repair shop,+44 20 8669 1236
Pickard,"3 Beeches Ave, Carshalton, SM5 3LB, United Kingdom",undefined,Auto repair shop,undefined
Elbee Auto Services,"62 Courtney Cres, Carshalton, SM5 4LZ, United Kingdom",undefined,Auto repair shop,+44 20 8643 3490

