name,address,website,b_type,phone
Butler's Fit & Fix,"146a Wrythe Ln, Carshalton, SM5 2SB, United Kingdom",http://www.butlersfitandfix.co.uk/,Handyman/Handywoman/Handyperson,+44 7392 718515
sash window school,undefined,http://www.sashwindowschool.com/,Home improvement store,+44 7967 564734
B&Q Local - Sutton,"324-326 High St, Sutton, SM1 1PR, United Kingdom",https://www.diy.com/store/2828,Home improvement store,+44 20 8146 7970
Microbore Merchants Ltd,"134 Stanley Park Rd, Carshalton, SM5 3JG, United Kingdom",https://microboremerchants.co.uk/,Plumbing supply store,+44 20 8669 7191
Ambience Home,"73 Banstead Rd, Carshalton, SM5 3NP, United Kingdom",http://www.ambiencehome.co.uk/,Curtain supplier and maker,+44 20 8770 3870
M&S Carpet and Flooring (Carshalton Branch),"10-11, The Market, Wrythe Ln, Carshalton, SM5 1AG, United Kingdom",http://www.mandscarpetandflooring.co.uk/,Flooring store,+44 20 8641 3340
Screwfix Sutton,"Unit 1, Sutton Trade Park, Off Kimpton Park Way, Oldfields Rd, Sutton SM3 9DA, United Kingdom",https://www.screwfix.com/stores/MT5/Sutton,Home improvement store,+44 333 011 2112
Wickes Sutton,"Unit 1, K2, Sutton Trade Park, Kimpton Rd, Sutton SM3 9QS, United Kingdom",https://www.wickes.co.uk/store/8482,Building materials store,+44 20 8641 8765
Toolstation Sutton,"Unit 4, K2, Kimpton Park Way, Sutton SM3 9QS, United Kingdom",https://www.toolstation.com/,Home improvement store,+44 330 333 3303
TOP FIT WINDOWS,"5 Bramblewood Cl, Carshalton, SM5 1PQ, United Kingdom",https://topfitwindows.co.uk/,Window supplier,+44 7976 504329
Interestingly Different,"15 The Parade, Carshalton, SM5 3RL, United Kingdom",https://www.interestinglydifferent.co.uk/,Furniture store,+44 20 8669 4882
Brilliant Interiors ltd,"Tatton Cl, Wallington, Carshalton SM5 2AT, United Kingdom",undefined,Painter,+44 7925 219259
Raffaello Fair ltd,"43 Millside, Carshalton, SM5 2BQ, United Kingdom",https://raffaello.org.uk/,Interior designer,+44 20 8133 5772
Family House Design Ltd,"69 Banstead Rd, Carshalton Beeches, london, SM5 3NP, United Kingdom",http://familyhousedesign.com/,Interior designer,+44 7544 936603
Oliver & Hays Interiors,"104 St Agatha's Grove, Carshalton, SM5 1DW, United Kingdom",undefined,Interior designer,undefined
Ruth Marshall Interiors,"Rayner Cl, Carshalton, SM5 3AY, United Kingdom",http://www.ruthmarshallinteriors.com/,Interior designer,+44 7768 396332
Uplifting Interiors,undefined,http://www.upliftinginteriors.co.uk/,Interior designer,+44 7895 291653
Interior Transformation Studio,"145 High St, Banstead, SM7 2NT, United Kingdom",http://www.interiortransformationstudio.co.uk/,Interior designer,+44 1737 355284
"Think Interior Design, Interior Design Service in Surrey and London",undefined,undefined,Interior designer,+44 7789 409403
Dauley Design,undefined,http://www.dauleydesign.com/,Interior designer,undefined
Ashley Home Interiors,"Benhill Rd, Sutton, SM1 3RL, United Kingdom",https://www.ashleyhomeinteriors.co.uk/,Interior designer,+44 7557 301768
Inspirational Interiors,undefined,http://www.inspirationalinteriors.net/,Interior designer,+44 7966 430164
Tucker Decorating,"12 Briar Ln, Carshalton, SM5 4PX, United Kingdom",http://tuckerdecoratingsurrey.co.uk/,Interior designer,+44 20 8773 1493
Simon Smith,"21 The Causeway, Carshalton, SM5 2LZ, United Kingdom",http://solainteriors.co.uk/,Interior designer,+44 20 8647 5081
Fusion Interior Design,"15 St James Ave, Epsom, KT17 1PT, United Kingdom",https://www.fusion-interiordesign.co.uk/,Interior designer,+44 20 8786 0520
Discover Interior,undefined,http://www.discoverinterior.com/,Interior designer,+357 97 965449
PAA Interiors - Office Refurbishment & Fit-out,"25 Danbury Mews, Wallington, SM6 0BY, United Kingdom",http://www.paainteriorsltd.co.uk/,Interior designer,+44 20 7096 1835
Ambience Home,"73 Banstead Rd, Carshalton, SM5 3NP, United Kingdom",http://www.ambiencehome.co.uk/,Interior designer,+44 20 8770 3870
RN Designs,undefined,https://rndesigns.co/,Interior designer,+44 7775 684305
Ahila Fom Interiors,"Walton Ave, Sutton, SM3 9UA, United Kingdom",https://www.ahilafominteriors.com/,Interior designer,+44 7816 496550
Silvana Fabbrini Interior Design,undefined,http://www.silvanafabbrini.com/,Interior designer,+44 7990 544754
Vila Stocco Ltd.,undefined,http://www.vilastocco.co.uk/,Interior designer,+44 20 8013 6935
Correct Decor Ltd,"23 Bloxworth Cl, Wallington, SM6 7NL, United Kingdom",https://correctdecor.co.uk/,Interior designer,+44 20 8296 5830
Lazzerini Interiors- Design Studio,undefined,https://www.lazzerini-interiors.com/,Interior designer,+44 7842 773983
"Anna Roberts, PV Interiors",undefined,http://www.annarobertspvinteriors.co.uk/,Interior designer,+44 7825 870281
Suna Interior Design,"12A Deer Park Rd, London, SW19 3TL, United Kingdom",http://www.sunainteriordesign.com/,Interior designer,+44 20 8544 9350
Dara Builders,"41 Stanley Rd, Carshalton, SM5 4LE, United Kingdom",http://darabuilders.com/,General contractor,+44 20 8001 4959
WT Interiors,"11 St Albans Rd, Sutton, SM1 2JG, United Kingdom",undefined,Interior designer,+44 20 8641 0500
Atelier Janaye Ltd,undefined,https://www.atelierjanaye.com/,Interior designer,+44 7760 896891
Thomas Interiors,"10 Cambridge Rd, Carshalton, SM5 3QP, United Kingdom",undefined,Kitchen remodeler,+44 7778 435945
Project Design,"The Old Gas Works, 301A High St, Sutton SM1 1AN, United Kingdom",https://www.facebook.com/Project-Design-103017304885853,Interior designer,+44 20 8661 0298
ABERITUM Interior Design,"Colson Way, London, SW16 1RH, United Kingdom",http://www.aberituminteriordesign.com/,Interior designer,+44 7568 067985
Karo and Co Interiors DESIGN & BUILD,undefined,http://www.karoandco-interiors.com/,Interior designer,+44 20 7971 1006
Empire Interiors Ltd,"12 Oakwood, Wallington, SM6 7DE, United Kingdom",undefined,Interior designer,undefined
Elena Romanova Interiors - Interior Designer Surrey,"13 St Leonard's Rd, Surbiton, KT6 4DE, United Kingdom",http://www.elenainteriors.co.uk/,Interior designer,+44 7990 560264
Lilibel Interiors,"20 Lower Ct Rd, Epsom, KT19 8SH, United Kingdom",http://www.lilibel.co.uk/,Interior designer,+44 7783 814706
Emma Victoria Interior Design,"Lucien Rd, London, SW17, United Kingdom",http://www.emmavictoria-id.com/,Interior designer,+44 20 8244 4929
April Hamilton,"The Long Barn Down Farm, Cobham Park Rd, Cobham KT11 3NE, United Kingdom",http://www.aprilhamilton.com/,Interior designer,+44 1737 371170
Hillarys,undefined,https://www.hillarys.co.uk/,Interior designer,undefined
Lindsay Loves Design Interiors,"23 Hoppingwood Ave, New Malden, KT3 4JX, United Kingdom",https://www.lindsaylovesdesign.co.uk/,Interior designer,+44 7788 420609
Oraanj Interior Design - Croydon,"Flat 4, Langham House, 77 Park Ln, Croydon CR0 1JG, United Kingdom",https://oraanj-interiors.co.uk/,Interior designer,+44 7888 862041
Osmani Interiors Sutton,"50 Upper Mulgrave Rd, Sutton, SM2 7AJ, United Kingdom",undefined,Interior designer,+44 20 8661 7192
Elite Interiors London,"80-82 Lind Rd, Sutton, SM1 4PL, United Kingdom",undefined,Interior designer,undefined
Modestic Interior Designs,undefined,https://modestic.co.uk/,Interior designer,+44 7511 552389
Decimus Design Associates,"96 Wandle Rd, Morden, SM4 6AE, United Kingdom",http://decimusdesign.co.uk/,Interior designer,+44 20 8542 2177
PASCALE M. INTERIORS,"2 Cornwall Rd, Sutton, SM2 6DR, United Kingdom",http://www.pascaleinteriors.co.uk/,Interior designer,+44 20 8642 5244
White Walls Interiors,"Haddad House, 91 East St, Epsom KT17 1DT, United Kingdom",https://whitewallsinteriors.co.uk/,Interior designer,+44 7491 236172
GMM Decorators,undefined,undefined,Painter,+44 7438 469427
Black and Milk | Interior Design | London,"Black and Milk, 101-103 Heath St, London NW3 6SS, United Kingdom",https://blackandmilk.co.uk/,Interior designer,+44 20 3744 1121
Studio G Interior Design ltd,"Captiva, Park Ln, Ashtead KT21 1DW, United Kingdom",https://www.studioginteriordesign.com/,Interior designer,+44 7540 520716
Dolly & Flo Interiors,"Bridgefield Rd, Sutton, SM1 2DG, United Kingdom",undefined,Interior designer,+44 7766 202991
Nicola Cann Interior Design,"33 Chatsworth Way, Norwood, London, SE27 9HN, United Kingdom",http://nicolacanninteriordesign.com/,Interior designer,+44 7989 729023
Alfix decorators,"Fellowes Rd, Carshalton, SM5 2SX, United Kingdom",http://www.alfixdecorators.co.uk/,Painter,+44 7342 242293
Decorbuddi,undefined,https://decorbuddi.com/,Interior designer,+44 7931 079652
Brand Jackie,"308 Worple Rd, Raynes Park, London, SW20 8QU, United Kingdom",http://www.jackiebrand.co.uk/,Interior designer,+44 20 8879 0103
Opal Interiors,"45 Chipstead Valley Rd, Coulsdon, CR5 2RB, United Kingdom",undefined,Interior designer,+44 20 8763 0471
Tania Azadian Interiors,"5 Oldfield Rd, London, SW19 4SD, United Kingdom",http://www.taniaazadianinteriors.com/,Interior designer,+44 7946 533380
Carshalton Decorators,"36 Byne Rd, Carshalton, SM5 2SH, United Kingdom",https://carshaltondecorators.co.uk/,Painter,+44 7720 531617
Frank Interior Design,"6 Cherry Orchard Rd, Croydon, CR9 6AZ, United Kingdom",http://www.frankinteriordesign.co.uk/,Interior designer,undefined
Nicola Holden Designs,"13 Edgington Rd, London, SW16 5BS, United Kingdom",undefined,Interior designer,+44 7703 568004
Adams Building Contractors,"Our main contracts undertaken is Extensions, Brickwork etc, 42A Beeches Ave, Carshalton SM5 3LW, United Kingdom",undefined,Bricklayer,+44 20 8401 1795
Carshalton Electrical And Heating Services Ltd,"104 High St, Carshalton, SM5 3AE, United Kingdom",https://carshalton-electrical-and-heating-services-ltd.business.site/,Plumber,+44 20 3667 9748
DMP Construction Ltd,"Peterborough Rd, Carshalton, SM5 1DS, United Kingdom",undefined,Plumber,+44 20 8669 5651
Midnight Lofts and Property Services - House Extensions & Conversions Carshalton,"22 Beadlow Cl, Carshalton, SM5 1EW, United Kingdom",https://midnight-lofts-and-property-services.business.site/,Building firm,+44 20 4548 7270
Rollins Electrical Limited,"94 Culvers Way, Carshalton, SM5 2LS, United Kingdom",http://www.rollinselectrical.co.uk/,Electrician,+44 7970 929915
Adam & Eve Home & Garden Creations,"244 Green Wrythe Ln, Carshalton, SM5 2SP, United Kingdom",undefined,Bricklayer,+44 20 8395 5700
STRATUS Building & Mechanical Services Ltd,"Ferndale Cres, Carshalton, SM5 2FN, United Kingdom",https://stratus-building-mechanical-services-ltd.business.site/,Construction company,+44 7738 467571
Carshalton Building Services,"5 Hackbridge Park Gardens, Carshalton, SM5 2HA, United Kingdom",http://www.carshaltonbuildingservices.co.uk/,Builder,+44 20 8715 2256
Redfoot Heating & Plumbing Ltd,"30 West Way, Carshalton, SM5 4EW, United Kingdom",undefined,Plumber,+44 7917 763853
TRADE CLEANERS LIMITED,"46 Stavordale Rd, Carshalton, SM5 1BS, United Kingdom",undefined,Cleaners,+44 20 8646 9503
Dara Builders,"41 Stanley Rd, Carshalton, SM5 4LE, United Kingdom",http://darabuilders.com/,Building firm,+44 20 8001 4959
Express Handyman Surrey,"29 The Causeway, Carshalton, SM5 2LZ, United Kingdom",http://expresshandyman.co.uk/,Handyman/Handywoman/Handyperson,+44 800 710 1066
South & West Builders Ltd,"14 Woburn Rd, Carshalton, SM5 1RT, United Kingdom",undefined,Plumber,+44 7722 222965
M25 GROUNDWORKS LTD,"2 Rewley Rd, Carshalton, SM5 1DB, United Kingdom",undefined,Construction company,+44 20 8296 9996
Carshalton Electrical Services Ltd,undefined,http://www.carshaltonelectrical.com/,Electrician,+44 7879 887058
Carshalton Electrical Services Ltd,"36 Carshalton Pl, Carshalton, SM5 3BH, United Kingdom",https://www.carshaltonelectrical.com/,Electrician,undefined
OVERCOOL,"56 Ferndale Cres, Carshalton, SM5 2FN, United Kingdom",undefined,Air conditioning contractor,+44 7738 467571
KM Ductwork,"21 Blakehall Rd, Carshalton, SM5 3EZ, United Kingdom",undefined,HVAC contractor,+44 7917 431914
CF Electrical,"178 Winchcombe Rd, Carshalton, SM5 1RN, United Kingdom",undefined,Electrician,+44 20 8401 0462
Simply Refurb,undefined,http://simplyrefurb.co.uk/,Builder,+44 800 773 4946
JW Cannon & Co,"William St, Carshalton, SM5 2RB, United Kingdom",http://www.jwcannon.com/,Home builder,+44 20 8647 5584
STRATUS Air conditioning Ltd,"56 Ferndale Cres, Carshalton, SM5 2FN, United Kingdom",https://stratus-air-conditioning-ltd.business.site/,Air conditioning contractor,+44 7738 467571
J Cullen Building Services Ltd,"28 Limes Ave, Carshalton, SM5 2AF, United Kingdom",http://www.jcbuildingservices.co.uk/contact.html,Home builder,+44 7984 355276
Lighter Works Electrical Ltd,"21 Waverley Way, Carshalton, SM5 3LQ, United Kingdom",https://lighterworkselectricalltd.co.uk/,Electrician,+44 7846 913611
PJ Electrical Services,"19 Sweet Briar Ave, Carshalton, SM5 2FL, United Kingdom",undefined,Electrician,+44 7446 197150
Interheat Heating Gas & Plumbing Engineers,"12 The Parade, Beynon Rd, Carshalton SM5 3RL, United Kingdom",undefined,Gas installation service,+44 20 8669 8952
Custom Carpentry & Construction LTD,undefined,undefined,Carpenter,+44 7565 076011
Herbert Electrical,"72 Dale Park Ave, Carshalton, SM5 2EP, United Kingdom",http://herbert-electrical.business.site/,Electrician,+44 7962 123144
beechcroft surrey ltd,"55 Park Hill, Carshalton, SM5 3SE, United Kingdom",undefined,Electrician,+44 7704 652649
Lambert Plumbing & Heating Ltd,"166 Stanley Park Rd, Carshalton, SM5 3JR, United Kingdom",https://lambert-plumbing-heating-ltd.business.site/,Heating contractor,+44 7702 779093
Simon Spencer - Plumber - Carshalton,"Radcliffe Gardens, Carshalton, SM5 4PF, United Kingdom",https://www.checkatrade.com/trades/CarshaltonPlumbingandHeating/,Plumber,+44 7940 309811
BuildOn Construction Ltd,undefined,https://buildon.co.uk/,Building firm,+44 7795 414976
Simply exteriors,"244 Green Wrythe Ln, Carshalton, SM5 2SP, United Kingdom",undefined,Building restoration service,+44 7784 638444
Merlin Electrics,"40 Colston Ave, Carshalton, SM5 2NU, United Kingdom",http://www.merlinelectrics.co.uk/,Electrician,+44 20 8395 1176
MTEX Services,"1 Crichton Rd, Carshalton, SM5 3LS, United Kingdom",http://www.mtexservices.co.uk/,Plumber,+44 7771 881660
Surrey Handyman,undefined,http://www.surrey-handyman.co.uk/,Handyman/Handywoman/Handyperson,+44 20 8191 7730
RCB Plumbing,"Harbury Rd, Carshalton, SM5 2AD, United Kingdom",http://www.rcbplumbing.co.uk/,Plumber,+44 20 8261 7499
Bartek the Builder,"27 Ansell Grove, Carshalton, SM5 2BB, United Kingdom",undefined,Home builder,+44 7515 551067
Surrey Carpentry Company,"49 Sunnymede Ave, Carshalton, SM5 4JA, United Kingdom",http://www.surreycarpentry.co.uk/,Carpenter,+44 7903 829892
JplumB,undefined,https://revu.website/128380/,Plumber,+44 7793 071300
The Groundsman Landscapes Ltd,undefined,http://www.thegroundsman.net/,Landscaper,+44 20 8241 7058
Greenaway Plumbing & Heating,"72 Culvers Way, Carshalton, SM5 2LP, United Kingdom",https://greenaway-plumbing-heating.business.site/,Plumber,+44 7480 959468
SM Gas & Plumbing Solutions LTD,"32 Bakers Gardens, Carshalton, SM5 2SF, United Kingdom",http://www.smgasplumbing.co.uk/,Gas engineer,+44 7588 114122
TRR Bathrooms,undefined,undefined,Bathroom remodeler,+44 7807 140029
Asset Plumbing & Heating Ltd,"67 Bakers Gardens, Carshalton, SM5 2SF, United Kingdom",http://www.assetplumbingandheating.com/,Gas engineer,+44 7946 326013
The Glass Shop Limited,"Unit 9, Chantry Court, Plumpton Way, Carshalton SM5 2DG, United Kingdom",http://www.the-glass-shop.co.uk/,Double glazing supplier,+44 20 8647 9900
CLW Glass and Glazing,"9 Tintern Rd, Carshalton, SM5 1QF, United Kingdom",https://www.clwglazing.co.uk/,Glazier,+44 7855 282610
Simply Electrical - electrician,"244 Green Wrythe Ln, Carshalton, SM5 2SP, United Kingdom",http://www.simplyelectrical.org/,Electrician,+44 7817 536812
Arron Dawson Electrical,undefined,undefined,Electrician,+44 7886 225486
Boc Maintenance,undefined,undefined,Pressure washing service,+44 7436 850976
RCB Plumbing surrey,"15 Mill Ln, Carshalton, SM5 2JY, United Kingdom",http://www.rcbplumbing.com/,Plumber,+44 7974 909195
CSS Paving Design,"312 Carshalton Rd, Carshalton, SM5 3QB, United Kingdom",http://www.facebook.com/csspaving/,Paving contractor,+44 20 3652 6466
Guild Home Improvements Ltd,"6 Banstead Rd, Carshalton, SM5 3NR, United Kingdom",https://ghiwindows.co.uk/,Double glazing installer,+44 20 8647 0600
Loft Conversion South London Company,undefined,https://loft-conversion-south-london-company.business.site/,Home builder,+44 7446 830009
Three Yews Joinery,"39 North St, Carshalton, SM5 1EE, United Kingdom",undefined,Joiner,+44 7985 213178
Merlin Plastering,"217 Carshalton Rd, Carshalton, SM5 3PZ, United Kingdom",undefined,Plasterer,+44 20 8643 4188
